"nccmp", " 1.9.1.0", " gaea-t5", " gaea-t5-core-24.10-1.9.1.0", " https://packages.spack.io/package.html?name=nccmp" 
"nco", " 5.0.1 5.1.9", " borg frontier andes gaea-t5", " borg-cpe23.12-cpu-5.0.1 frontier-cpe23.12-cpu-5.0.1 andes-sw-24.11-5.1.9 borg-cpe23.12-cpu-5.1.9 borg-cpe24.03-cpu-5.1.9 borg-cpe24.07-cpu-5.1.9 frontier-cpe23.12-cpu-5.1.9 frontier-cpe24.03-cpu-5.1.9 frontier-cpe24.07-cpu-5.1.9 gaea-t5-core-24.10-5.1.9", " The NCO toolkit manipulates and analyzes data stored in netCDF-accessible formats https://packages.spack.io/package.html?name=nco" 
"ncview", " 2.1.9", " gaea-t5", " gaea-t5-core-24.10-2.1.9", " https://packages.spack.io/package.html?name=ncview" 
"nedit", " 5.7", " gaea-t5", " gaea-t5-core-24.10-5.7", " https://packages.spack.io/package.html?name=nedit" 
"netcdf", " netcdf", " andes borg frontier gaea-t5", " andes-sw-24.11-netcdf borg-cpe23.12-cpu-netcdf borg-cpe24.03-cpu-netcdf borg-cpe24.07-cpu-netcdf frontier-cpe23.12-cpu-netcdf frontier-cpe24.03-cpu-netcdf frontier-cpe24.07-cpu-netcdf gaea-t5-core-24.10-netcdf", " https://packages.spack.io/package.html?name=netcdf" 
"netlib", " netlib", " andes borg frontier", " andes-sw-24.11-netlib borg-cpe23.12-cpu-netlib borg-cpe23.12-cpu-netlib borg-cpe24.03-cpu-netlib borg-cpe24.07-cpu-netlib frontier-cpe23.12-cpu-netlib frontier-cpe23.12-cpu-netlib frontier-cpe24.03-cpu-netlib frontier-cpe24.07-cpu-netlib", " https://packages.spack.io/package.html?name=netlib" 
"ninja", " 1.11.1", " andes borg frontier", " andes-core-24.07-1.11.1 borg-core-24.07-1.11.1 frontier-core-24.07-1.11.1", " Ninja is a small build system with a focus on speed. It differs from other build systems in two major respects https://packages.spack.io/package.html?name=ninja" 
"openblas", " 0.3.26", " andes borg frontier gaea-t5", " andes-core-24.07-0.3.26 andes-core-24.07-0.3.26 andes-core-24.07-0.3.26 andes-sw-24.11-0.3.26 borg-core-24.07-0.3.26 borg-core-24.07-0.3.26 borg-core-24.07-0.3.26 frontier-core-24.07-0.3.26 frontier-core-24.07-0.3.26 frontier-core-24.07-0.3.26 gaea-t5-core-24.10-0.3.26 gaea-t5-core-24.10-0.3.26 gaea-t5-core-24.10-0.3.26", " OpenBLAS https://packages.spack.io/package.html?name=openblas" 
"openmpi", " 5.0.3", " andes", " andes-sw-24.11-5.0.3", " https://packages.spack.io/package.html?name=openmpi" 
"openpmd", " openpmd", " borg frontier", " borg-cpe23.12-cpu-openpmd borg-cpe23.12-cpu-openpmd borg-cpe24.03-cpu-openpmd borg-cpe24.07-cpu-openpmd frontier-cpe23.12-cpu-openpmd frontier-cpe23.12-cpu-openpmd frontier-cpe24.03-cpu-openpmd frontier-cpe24.07-cpu-openpmd", " https://packages.spack.io/package.html?name=openpmd" 
"papi", " 6.0.0.1 7.1.0", " borg frontier andes", " borg-cpe23.12-cpu-6.0.0.1 frontier-cpe23.12-cpu-6.0.0.1 andes-core-24.07-7.1.0 borg-core-24.07-7.1.0 borg-cpe23.12-cpu-7.1.0 borg-cpe24.03-cpu-7.1.0 borg-cpe24.07-cpu-7.1.0 frontier-core-24.07-7.1.0 frontier-cpe23.12-cpu-7.1.0 frontier-cpe24.03-cpu-7.1.0 frontier-cpe24.07-cpu-7.1.0", " https://packages.spack.io/package.html?name=papi" 
"parallel", " 20220522 parallel", " andes borg frontier", " andes-core-24.07-20220522 borg-core-24.07-20220522 frontier-core-24.07-20220522 borg-cpe23.12-cpu-parallel borg-cpe23.12-cpu-parallel borg-cpe24.03-cpu-parallel borg-cpe24.07-cpu-parallel frontier-cpe23.12-cpu-parallel frontier-cpe23.12-cpu-parallel frontier-cpe24.03-cpu-parallel frontier-cpe24.07-cpu-parallel", " GNU parallel is a shell tool for executing jobs in parallel using one or more computers. A job can be a single command or a small script that has to be run for each of the lines in the input.  https://packages.spack.io/package.html?name=parallel" 
"paraview", " 5.12.0", " borg frontier", " borg-cpe23.12-cpu-5.12.0 borg-cpe23.12-cpu-5.12.0 borg-cpe23.12-gpu-5.12.0 borg-cpe23.12-gpu-5.12.0 borg-cpe23.12-gpu-5.12.0 borg-cpe24.03-cpu-5.12.0 borg-cpe24.03-gpu-5.12.0 borg-cpe24.03-gpu-5.12.0 borg-cpe24.03-gpu-5.12.0 borg-cpe24.07-cpu-5.12.0 borg-cpe24.07-gpu-5.12.0 borg-cpe24.07-gpu-5.12.0 borg-cpe24.07-gpu-5.12.0 frontier-cpe23.12-cpu-5.12.0 frontier-cpe23.12-cpu-5.12.0 frontier-cpe23.12-gpu-5.12.0 frontier-cpe23.12-gpu-5.12.0 frontier-cpe23.12-gpu-5.12.0 frontier-cpe24.03-cpu-5.12.0 frontier-cpe24.03-gpu-5.12.0 frontier-cpe24.03-gpu-5.12.0 frontier-cpe24.03-gpu-5.12.0 frontier-cpe24.07-cpu-5.12.0 frontier-cpe24.07-gpu-5.12.0 frontier-cpe24.07-gpu-5.12.0 frontier-cpe24.07-gpu-5.12.0", " https://packages.spack.io/package.html?name=paraview" 
"parmetis", " 4.0.3", " borg frontier", " borg-cpe23.12-cpu-4.0.3 borg-cpe23.12-cpu-4.0.3 borg-cpe24.03-cpu-4.0.3 borg-cpe24.07-cpu-4.0.3 frontier-cpe23.12-cpu-4.0.3 frontier-cpe23.12-cpu-4.0.3 frontier-cpe24.03-cpu-4.0.3 frontier-cpe24.07-cpu-4.0.3", " ParMETIS is an MPI-based parallel library that implements a variety of algorithms for partitioning unstructured graphs, meshes, and for computing fill-reducing orderings of sparse matrices. https://packages.spack.io/package.html?name=parmetis" 
"parsec", " 3.0.2012 3.0.2209", " borg frontier", " borg-cpe23.12-cpu-3.0.2012 frontier-cpe23.12-cpu-3.0.2012 borg-cpe23.12-cpu-3.0.2209 borg-cpe24.03-cpu-3.0.2209 borg-cpe24.03-cpu-3.0.2209 borg-cpe24.07-cpu-3.0.2209 borg-cpe24.07-cpu-3.0.2209 frontier-cpe23.12-cpu-3.0.2209 frontier-cpe24.03-cpu-3.0.2209 frontier-cpe24.03-cpu-3.0.2209 frontier-cpe24.07-cpu-3.0.2209 frontier-cpe24.07-cpu-3.0.2209", " PaRSEC https://packages.spack.io/package.html?name=parsec" 
"pcre", " 8.45", " gaea-t5", " gaea-t5-core-24.10-8.45", " https://packages.spack.io/package.html?name=pcre" 
"pdt", " 3.25.2", " gaea-t5", " gaea-t5-core-24.10-3.25.2", " https://packages.spack.io/package.html?name=pdt" 
"petsc", " 3.21.1", " borg frontier", " borg-cpe23.12-gpu-3.21.1 borg-cpe24.03-gpu-3.21.1 borg-cpe24.07-gpu-3.21.1 frontier-cpe23.12-gpu-3.21.1 frontier-cpe24.03-gpu-3.21.1 frontier-cpe24.07-gpu-3.21.1", " https://packages.spack.io/package.html?name=petsc" 
"phist", " 1.12.0 1.9.5", " borg frontier", " borg-cpe23.12-cpu-1.12.0 borg-cpe23.12-cpu-1.12.0 borg-cpe23.12-cpu-1.12.0 borg-cpe24.03-cpu-1.12.0 borg-cpe24.03-cpu-1.12.0 borg-cpe24.03-cpu-1.12.0 borg-cpe24.07-cpu-1.12.0 borg-cpe24.07-cpu-1.12.0 borg-cpe24.07-cpu-1.12.0 frontier-cpe23.12-cpu-1.12.0 frontier-cpe23.12-cpu-1.12.0 frontier-cpe23.12-cpu-1.12.0 frontier-cpe24.03-cpu-1.12.0 frontier-cpe24.03-cpu-1.12.0 frontier-cpe24.03-cpu-1.12.0 frontier-cpe24.07-cpu-1.12.0 frontier-cpe24.07-cpu-1.12.0 frontier-cpe24.07-cpu-1.12.0 borg-cpe23.12-cpu-1.9.5 borg-cpe23.12-cpu-1.9.5 borg-cpe23.12-cpu-1.9.5 frontier-cpe23.12-cpu-1.9.5 frontier-cpe23.12-cpu-1.9.5 frontier-cpe23.12-cpu-1.9.5", " https://packages.spack.io/package.html?name=phist" 
"plasma", " 23.8.2", " borg frontier", " borg-cpe23.12-cpu-23.8.2 borg-cpe24.03-cpu-23.8.2 borg-cpe24.07-cpu-23.8.2 frontier-cpe23.12-cpu-23.8.2 frontier-cpe24.03-cpu-23.8.2 frontier-cpe24.07-cpu-23.8.2", " https://packages.spack.io/package.html?name=plasma" 
"plumed", " 2.6.3 2.9.0", " borg frontier", " borg-cpe23.12-cpu-2.6.3 frontier-cpe23.12-cpu-2.6.3 borg-cpe23.12-cpu-2.9.0 borg-cpe24.03-cpu-2.9.0 borg-cpe24.07-cpu-2.9.0 frontier-cpe23.12-cpu-2.9.0 frontier-cpe24.03-cpu-2.9.0 frontier-cpe24.07-cpu-2.9.0", " PLUMED is an open source library for free energy calculations in molecular systems which works together with some of the most popular molecular dynamics engines. https://packages.spack.io/package.html?name=plumed" 
"py", " py", " borg frontier", " borg-core-24.07-py borg-core-24.07-py frontier-core-24.07-py frontier-core-24.07-py", " https://packages.spack.io/package.html?name=py" 
"python", " 3.11.7", " andes borg frontier", " andes-core-24.07-3.11.7 borg-core-24.07-3.11.7 frontier-core-24.07-3.11.7", " The Python programming language. https://packages.spack.io/package.html?name=python" 
"r", " 4.4.0", " andes borg frontier gaea-t5", " andes-core-24.07-4.4.0 borg-core-24.07-4.4.0 frontier-core-24.07-4.4.0 gaea-t5-core-24.10-4.4.0", " R is 'GNU S', a freely available language and environment for statistical computing and graphics which provides a wide variety of statistical and graphical techniques https://packages.spack.io/package.html?name=r" 
"raja", " 0.14.0 2024.2.0", " borg frontier", " borg-cpe23.12-cpu-0.14.0 borg-cpe23.12-gpu-0.14.0 frontier-cpe23.12-cpu-0.14.0 frontier-cpe23.12-gpu-0.14.0 borg-cpe23.12-cpu-2024.2.0 borg-cpe23.12-gpu-2024.2.0 borg-cpe24.03-cpu-2024.2.0 borg-cpe24.03-gpu-2024.2.0 borg-cpe24.07-cpu-2024.2.0 borg-cpe24.07-gpu-2024.2.0 frontier-cpe23.12-cpu-2024.2.0 frontier-cpe23.12-gpu-2024.2.0 frontier-cpe24.03-cpu-2024.2.0 frontier-cpe24.03-gpu-2024.2.0 frontier-cpe24.07-cpu-2024.2.0 frontier-cpe24.07-gpu-2024.2.0", " RAJA Parallel Framework. https://packages.spack.io/package.html?name=raja" 
"screen", " 4.8.0 4.9.1", " gaea-t5 andes borg frontier", " gaea-t5-core-24.10-4.8.0 andes-core-24.07-4.9.1 borg-core-24.07-4.9.1 frontier-core-24.07-4.9.1", " Screen is a full-screen window manager that multiplexes a physical terminal between several processes, typically interactive shells.  https://packages.spack.io/package.html?name=screen" 
"slate", " 2021.05.02 2023.11.5", " borg frontier", " borg-cpe23.12-cpu-2021.05.02 frontier-cpe23.12-cpu-2021.05.02 borg-cpe23.12-cpu-2023.11.5 borg-cpe23.12-gpu-2023.11.5 borg-cpe24.03-cpu-2023.11.5 borg-cpe24.03-gpu-2023.11.5 borg-cpe24.07-cpu-2023.11.5 borg-cpe24.07-gpu-2023.11.5 frontier-cpe23.12-cpu-2023.11.5 frontier-cpe23.12-gpu-2023.11.5 frontier-cpe24.03-cpu-2023.11.5 frontier-cpe24.03-gpu-2023.11.5 frontier-cpe24.07-cpu-2023.11.5 frontier-cpe24.07-gpu-2023.11.5", " The Software for Linear Algebra Targeting Exascale (SLATE) project is to provide fundamental dense linear algebra capabilities to the US Department of Energy and to the high-performance computing (HPC) community at large. To this end, SLATE will provide basic dense matrix operations (e.g., matrix multiplication, rank-k update, triangular solve), linear systems solvers, least square solvers, singular value and eigenvalue solvers. https://packages.spack.io/package.html?name=slate" 
"slepc", " 3.17.1 3.21.0", " borg frontier", " borg-cpe23.12-cpu-3.17.1 frontier-cpe23.12-cpu-3.17.1 borg-cpe23.12-cpu-3.21.0 borg-cpe23.12-gpu-3.21.0 borg-cpe24.03-cpu-3.21.0 borg-cpe24.03-gpu-3.21.0 borg-cpe24.07-cpu-3.21.0 borg-cpe24.07-gpu-3.21.0 frontier-cpe23.12-cpu-3.21.0 frontier-cpe23.12-gpu-3.21.0 frontier-cpe24.03-cpu-3.21.0 frontier-cpe24.03-gpu-3.21.0 frontier-cpe24.07-cpu-3.21.0 frontier-cpe24.07-gpu-3.21.0", " Scalable Library for Eigenvalue Problem Computations. https://packages.spack.io/package.html?name=slepc" 
"stat", " 4.2.1", " borg frontier", " borg-cpe23.12-cpu-4.2.1 frontier-cpe23.12-cpu-4.2.1 frontier-cpe24.03-cpu-4.2.1 frontier-cpe24.07-cpu-4.2.1", " Library to create, manipulate, and export graphs Graphlib. https://packages.spack.io/package.html?name=stat" 
"strumpack", " 6.3.1 7.2.0", " borg frontier", " borg-cpe23.12-gpu-6.3.1 frontier-cpe23.12-gpu-6.3.1 borg-cpe23.12-gpu-7.2.0 borg-cpe24.03-gpu-7.2.0 borg-cpe24.07-gpu-7.2.0 frontier-cpe23.12-gpu-7.2.0 frontier-cpe24.03-gpu-7.2.0 frontier-cpe24.07-gpu-7.2.0", " https://packages.spack.io/package.html?name=strumpack" 
"subversion", " 1.14.2", " andes borg frontier gaea-t5", " andes-core-24.07-1.14.2 borg-core-24.07-1.14.2 frontier-core-24.07-1.14.2 gaea-t5-core-24.10-1.14.2", " Apache Subversion - an open source version control system. https://packages.spack.io/package.html?name=subversion" 
"suite", " suite", " borg frontier", " borg-cpe23.12-cpu-suite borg-cpe23.12-cpu-suite borg-cpe24.03-cpu-suite borg-cpe24.07-cpu-suite frontier-cpe23.12-cpu-suite frontier-cpe23.12-cpu-suite frontier-cpe24.03-cpu-suite frontier-cpe24.07-cpu-suite", " https://packages.spack.io/package.html?name=suite" 
"sundials", " 6.1.1 6.2.0 7.0.0", " borg frontier", " borg-cpe23.12-gpu-6.1.1 frontier-cpe23.12-gpu-6.1.1 borg-cpe23.12-cpu-6.2.0 frontier-cpe23.12-cpu-6.2.0 borg-cpe23.12-cpu-7.0.0 borg-cpe23.12-gpu-7.0.0 borg-cpe24.03-cpu-7.0.0 borg-cpe24.03-gpu-7.0.0 borg-cpe24.07-cpu-7.0.0 borg-cpe24.07-gpu-7.0.0 frontier-cpe23.12-cpu-7.0.0 frontier-cpe23.12-gpu-7.0.0 frontier-cpe24.03-cpu-7.0.0 frontier-cpe24.03-gpu-7.0.0 frontier-cpe24.07-cpu-7.0.0 frontier-cpe24.07-gpu-7.0.0", " SUNDIALS (SUite of Nonlinear and DIfferential/ALgebraic equation Solvers) https://packages.spack.io/package.html?name=sundials" 
"superlu", " 5.3.0 superlu", " borg frontier", " borg-cpe23.12-cpu-5.3.0 borg-cpe23.12-cpu-5.3.0 borg-cpe24.03-cpu-5.3.0 borg-cpe24.07-cpu-5.3.0 frontier-cpe23.12-cpu-5.3.0 frontier-cpe23.12-cpu-5.3.0 frontier-cpe24.03-cpu-5.3.0 frontier-cpe24.07-cpu-5.3.0 borg-cpe23.12-cpu-superlu borg-cpe23.12-cpu-superlu borg-cpe24.03-cpu-superlu borg-cpe24.07-cpu-superlu frontier-cpe23.12-cpu-superlu frontier-cpe23.12-cpu-superlu frontier-cpe24.03-cpu-superlu frontier-cpe24.07-cpu-superlu", " SuperLU is a general purpose library for the direct solution of large, sparse, nonsymmetric systems of linear equations on high performance machines. SuperLU is designed for sequential machines. https://packages.spack.io/package.html?name=superlu" 
"swig", " 4.0.2 4.1.1", " borg frontier", " borg-cpe23.12-cpu-4.0.2 borg-cpe23.12-cpu-4.0.2 frontier-cpe23.12-cpu-4.0.2 frontier-cpe23.12-cpu-4.0.2 borg-cpe23.12-cpu-4.1.1 borg-cpe23.12-cpu-4.1.1 borg-cpe24.03-cpu-4.1.1 borg-cpe24.03-cpu-4.1.1 borg-cpe24.07-cpu-4.1.1 borg-cpe24.07-cpu-4.1.1 frontier-cpe23.12-cpu-4.1.1 frontier-cpe23.12-cpu-4.1.1 frontier-cpe24.03-cpu-4.1.1 frontier-cpe24.03-cpu-4.1.1 frontier-cpe24.07-cpu-4.1.1 frontier-cpe24.07-cpu-4.1.1", " SWIG is an interface compiler that connects programs written in C and C++ with scripting languages such as Perl, Python, Ruby, and Tcl. It works by taking the declarations found in C/C++ header files and using them to generate the wrapper code that scripting languages need to access the underlying C/C++ code. In addition, SWIG provides a variety of customization features that let you tailor the wrapping process to suit your application. https://packages.spack.io/package.html?name=swig" 
"sz", " 2.1.12.5 2.1.12", " borg frontier", " borg-cpe23.12-cpu-2.1.12.5 borg-cpe24.03-cpu-2.1.12.5 borg-cpe24.07-cpu-2.1.12.5 frontier-cpe23.12-cpu-2.1.12.5 frontier-cpe24.03-cpu-2.1.12.5 frontier-cpe24.07-cpu-2.1.12.5 borg-cpe23.12-cpu-2.1.12 frontier-cpe23.12-cpu-2.1.12", " Error-bounded Lossy Compressor for HPC Data https://packages.spack.io/package.html?name=sz" 
"tasmanian", " 7.7 8.0", " borg frontier", " borg-cpe23.12-cpu-7.7 borg-cpe23.12-gpu-7.7 frontier-cpe23.12-cpu-7.7 frontier-cpe23.12-gpu-7.7 borg-cpe23.12-cpu-8.0 borg-cpe23.12-gpu-8.0 borg-cpe24.03-cpu-8.0 borg-cpe24.03-gpu-8.0 borg-cpe24.07-cpu-8.0 borg-cpe24.07-gpu-8.0 frontier-cpe23.12-cpu-8.0 frontier-cpe23.12-gpu-8.0 frontier-cpe24.03-cpu-8.0 frontier-cpe24.03-gpu-8.0 frontier-cpe24.07-cpu-8.0 frontier-cpe24.07-gpu-8.0", " The Toolkit for Adaptive Stochastic Modeling and Non-Intrusive ApproximatioN is a robust library for high dimensional integration and interpolation as well as parameter calibration. https://packages.spack.io/package.html?name=tasmanian" 
"tau", " 2.33.2", " borg frontier", " borg-cpe23.12-cpu-2.33.2 borg-cpe23.12-cpu-2.33.2 borg-cpe24.03-cpu-2.33.2 borg-cpe24.03-cpu-2.33.2 borg-cpe24.07-cpu-2.33.2 borg-cpe24.07-cpu-2.33.2 frontier-cpe23.12-cpu-2.33.2 frontier-cpe23.12-cpu-2.33.2 frontier-cpe24.03-cpu-2.33.2 frontier-cpe24.03-cpu-2.33.2 frontier-cpe24.07-cpu-2.33.2 frontier-cpe24.07-cpu-2.33.2", " A portable profiling and tracing toolkit for performance analysis of parallel programs written in Fortran, C, C++, UPC, Java, Python. https://packages.spack.io/package.html?name=tau" 
"tkdiff", " 4.3.5", " gaea-t5", " gaea-t5-core-24.10-4.3.5", " https://packages.spack.io/package.html?name=tkdiff" 
"tmux", " 3.4", " andes borg frontier gaea-t5", " andes-core-24.07-3.4 borg-core-24.07-3.4 frontier-core-24.07-3.4 gaea-t5-core-24.10-3.4", " Tmux is a terminal multiplexer. https://packages.spack.io/package.html?name=tmux" 
"trilinos", " 13.2.0 14.4.0 15.1.1", " borg frontier", " borg-cpe23.12-cpu-13.2.0 frontier-cpe23.12-cpu-13.2.0 borg-cpe23.12-gpu-14.4.0 frontier-cpe23.12-gpu-14.4.0 borg-cpe23.12-cpu-15.1.1 borg-cpe23.12-gpu-15.1.1 borg-cpe24.03-cpu-15.1.1 borg-cpe24.03-gpu-15.1.1 borg-cpe24.07-cpu-15.1.1 borg-cpe24.07-gpu-15.1.1 frontier-cpe23.12-cpu-15.1.1 frontier-cpe23.12-gpu-15.1.1 frontier-cpe24.03-cpu-15.1.1 frontier-cpe24.03-gpu-15.1.1 frontier-cpe24.07-cpu-15.1.1 frontier-cpe24.07-gpu-15.1.1", " The Trilinos Project is an effort to develop algorithms and enabling technologies within an object-oriented software framework for the solution of large-scale, complex multi-physics engineering and scientific problems. A unique design feature of Trilinos is its focus on packages.  https://packages.spack.io/package.html?name=trilinos" 
"uberftp", " 2_8", " gaea-t5", " gaea-t5-core-24.10-2_8", " https://packages.spack.io/package.html?name=uberftp" 
"umpire", " 2024.2.0 6.0.0", " borg frontier", " borg-cpe23.12-cpu-2024.2.0 borg-cpe23.12-gpu-2024.2.0 borg-cpe24.03-cpu-2024.2.0 borg-cpe24.03-gpu-2024.2.0 borg-cpe24.07-cpu-2024.2.0 borg-cpe24.07-gpu-2024.2.0 frontier-cpe23.12-cpu-2024.2.0 frontier-cpe23.12-gpu-2024.2.0 frontier-cpe24.03-cpu-2024.2.0 frontier-cpe24.03-gpu-2024.2.0 frontier-cpe24.07-cpu-2024.2.0 frontier-cpe24.07-gpu-2024.2.0 borg-cpe23.12-cpu-6.0.0 borg-cpe23.12-gpu-6.0.0 frontier-cpe23.12-cpu-6.0.0 frontier-cpe23.12-gpu-6.0.0", " An application-focused API for memory management on NUMA & GPU architectures https://packages.spack.io/package.html?name=umpire" 
"unifyfs", " 2.0", " borg frontier", " borg-cpe23.12-cpu-2.0 borg-cpe23.12-cpu-2.0 borg-cpe24.03-cpu-2.0 borg-cpe24.03-cpu-2.0 borg-cpe24.07-cpu-2.0 borg-cpe24.07-cpu-2.0 frontier-cpe23.12-cpu-2.0 frontier-cpe23.12-cpu-2.0 frontier-cpe24.03-cpu-2.0 frontier-cpe24.03-cpu-2.0 frontier-cpe24.07-cpu-2.0 frontier-cpe24.07-cpu-2.0", " https://packages.spack.io/package.html?name=unifyfs" 
"upcxx", " 2022.3.0 2023.9.0", " borg frontier", " borg-cpe23.12-cpu-2022.3.0 borg-cpe23.12-gpu-2022.3.0 frontier-cpe23.12-cpu-2022.3.0 frontier-cpe23.12-gpu-2022.3.0 borg-cpe23.12-cpu-2023.9.0 borg-cpe23.12-gpu-2023.9.0 borg-cpe24.03-cpu-2023.9.0 borg-cpe24.03-gpu-2023.9.0 borg-cpe24.07-cpu-2023.9.0 borg-cpe24.07-gpu-2023.9.0 frontier-cpe23.12-cpu-2023.9.0 frontier-cpe23.12-gpu-2023.9.0 frontier-cpe24.03-cpu-2023.9.0 frontier-cpe24.03-gpu-2023.9.0 frontier-cpe24.07-cpu-2023.9.0 frontier-cpe24.07-gpu-2023.9.0", " UPC++ is a C++ library that supports Partitioned Global Address Space (PGAS) programming, and is designed to interoperate smoothly and efficiently with MPI, OpenMP, CUDA, ROCm/HIP and AMTs. It leverages GASNet-EX to deliver low-overhead, fine-grained communication, including Remote Memory Access (RMA) and Remote Procedure Call (RPC). https://packages.spack.io/package.html?name=upcxx" 
"vim", " 9.0.0045", " andes borg frontier gaea-t5", " andes-core-24.07-9.0.0045 borg-core-24.07-9.0.0045 frontier-core-24.07-9.0.0045 gaea-t5-core-24.10-9.0.0045", " Vim is a highly configurable text editor built to enable efficient text editing. It is an improved version of the vi editor distributed with most UNIX systems. Vim is often called a 'programmer's editor,' and so useful for programming that many consider it an entire IDE. It's not just for programmers, though. Vim is perfect for all kinds of text editing, from composing email to editing configuration files.  https://packages.spack.io/package.html?name=vim" 
"visit", " 3.3.3", " borg frontier", " borg-cpe23.12-cpu-3.3.3 borg-cpe23.12-cpu-3.3.3 borg-cpe24.03-cpu-3.3.3 borg-cpe24.03-cpu-3.3.3 borg-cpe24.07-cpu-3.3.3 borg-cpe24.07-cpu-3.3.3 frontier-cpe23.12-cpu-3.3.3 frontier-cpe23.12-cpu-3.3.3 frontier-cpe24.03-cpu-3.3.3 frontier-cpe24.03-cpu-3.3.3 frontier-cpe24.03-cpu-3.3.3 frontier-cpe24.07-cpu-3.3.3 frontier-cpe24.07-cpu-3.3.3 frontier-cpe24.07-cpu-3.3.3", " https://packages.spack.io/package.html?name=visit" 
"vtk", " vtk", " borg frontier", " borg-cpe23.12-cpu-vtk borg-cpe23.12-cpu-vtk borg-cpe24.03-cpu-vtk borg-cpe24.07-cpu-vtk frontier-cpe23.12-cpu-vtk frontier-cpe23.12-cpu-vtk frontier-cpe24.03-cpu-vtk frontier-cpe24.07-cpu-vtk", " https://packages.spack.io/package.html?name=vtk" 
"w3m", " 0.5.3", " gaea-t5", " gaea-t5-core-24.10-0.5.3", " https://packages.spack.io/package.html?name=w3m" 
"wget", " 1.21.3", " andes borg frontier gaea-t5", " andes-core-24.07-1.21.3 borg-core-24.07-1.21.3 frontier-core-24.07-1.21.3 gaea-t5-core-24.10-1.21.3", " GNU Wget is a free software package for retrieving files using HTTP, HTTPS and FTP, the most widely-used Internet protocols. It is a non-interactive commandline tool, so it may easily be called from scripts, cron jobs, terminals without X-Windows support, etc. https://packages.spack.io/package.html?name=wget" 
"wgrib", " 1.8.5", " gaea-t5", " gaea-t5-core-24.10-1.8.5", " https://packages.spack.io/package.html?name=wgrib" 
"wgrib2", " 3.1.1", " gaea-t5", " gaea-t5-core-24.10-3.1.1", " https://packages.spack.io/package.html?name=wgrib2" 
"zlib", " 1.3.1", " andes borg frontier", " andes-core-24.07-1.3.1 borg-core-24.07-1.3.1 frontier-core-24.07-1.3.1", " A free, general-purpose, legally unencumbered lossless data-compression library.  https://packages.spack.io/package.html?name=zlib" 
